,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
904,Boeing 767,Business,Economy Class,London to Zurich,2018-06-01 00:00:00,3.0,2.0,1.0,1.0,4.0,4,1.0,no
905,Boeing 747,Couple Leisure,Economy Class,Glasgow to New York via London,2018-06-01 00:00:00,2.0,4.0,4.0,3.0,3.0,3,0.0,no
906,Boeing 787,Solo Leisure,Economy Class,London Heathrow to Baltimore,2018-06-01 00:00:00,2.0,3.0,3.0,4.0,4.0,4,0.0,yes
907,A380 and 747,Couple Leisure,Business Class,London to Johannesburg,2018-02-01 00:00:00,2.0,3.0,3.0,0.0,3.0,1,0.0,no
908,None,Couple Leisure,Premium Economy,Los Angeles to London,2018-05-01 00:00:00,1.0,2.0,1.0,3.0,1.0,1,3.0,no
909,None,Couple Leisure,Economy Class,Tampa to London,2018-05-01 00:00:00,2.0,1.0,1.0,0.0,3.0,1,0.0,no
910,Boeing 747-400,Couple Leisure,Business Class,Cape Town to London Heathrow,2018-06-01 00:00:00,2.0,3.0,2.0,2.0,3.0,3,0.0,no
911,None,Solo Leisure,Economy Class,Gatwick to San Jose ,2018-06-01 00:00:00,3.0,0.0,0.0,0.0,3.0,2,0.0,no
912,Boeing 777-200 ER,Solo Leisure,Premium Economy,Toronto to London,2018-06-01 00:00:00,3.0,5.0,4.0,3.0,5.0,4,0.0,yes
913,Boeing 747-400,Couple Leisure,Economy Class,London to Chicago,2018-04-01 00:00:00,5.0,5.0,4.0,4.0,4.0,5,0.0,yes
914,None,Business,First Class,Geneva to Vancouver via London,2018-03-01 00:00:00,4.0,1.0,2.0,3.0,5.0,1,0.0,no
915,A320,Couple Leisure,Business Class,London Heathrow to Corfu ,2018-05-01 00:00:00,4.0,5.0,5.0,0.0,4.0,5,0.0,yes
916,A320,Couple Leisure,Economy Class,Barcelona to Gatwick,2018-06-01 00:00:00,3.0,1.0,1.0,0.0,3.0,2,0.0,no
917,None,Business,Business Class,Hong Kong to London,2018-06-01 00:00:00,1.0,1.0,2.0,1.0,3.0,1,0.0,no
918,Boeing 747 / A320,Solo Leisure,Business Class,Washington to Bucharest via London,2018-05-01 00:00:00,5.0,5.0,4.0,0.0,5.0,5,0.0,yes
919,A320,Solo Leisure,Economy Class,London to Warsaw,2018-05-01 00:00:00,2.0,2.0,0.0,0.0,3.0,3,0.0,no
920,A320,Solo Leisure,Economy Class,London to Istanbul,2018-05-01 00:00:00,3.0,5.0,1.0,0.0,2.0,1,0.0,no
921,Boeing 747-400,Couple Leisure,First Class,London to Cape Town,2018-05-01 00:00:00,4.0,2.0,4.0,3.0,4.0,3,0.0,yes
922,Boeing 747,Solo Leisure,First Class,Miami to Hamburg via London,2018-05-01 00:00:00,3.0,4.0,3.0,0.0,2.0,1,0.0,no
923,None,Solo Leisure,Economy Class,Turin to London Gatwick,2018-05-01 00:00:00,2.0,3.0,1.0,0.0,1.0,1,0.0,no
924,None,Business,Economy Class,Frankfurt to London Cuty,2018-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
925,None,Couple Leisure,Economy Class,London to Madrid,2018-05-01 00:00:00,2.0,1.0,0.0,0.0,1.0,1,1.0,no
926,A380,Business,Business Class,Los Angeles to London Heathrow,2018-05-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
927,A320,Family Leisure,Economy Class,London Heathrow to Mahon,2018-05-01 00:00:00,3.0,2.0,0.0,0.0,1.0,2,0.0,no
928,Boeing 777-200,Business,First Class,Dubai to London Heathrow,2018-05-01 00:00:00,5.0,5.0,5.0,0.0,5.0,5,0.0,yes
929,A380,Solo Leisure,Economy Class,London Heathrow to Singapore,2018-05-01 00:00:00,4.0,3.0,4.0,3.0,4.0,4,0.0,yes
930,None,Couple Leisure,Economy Class,Paris to Newark,2018-05-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
931,None,Couple Leisure,Economy Class,Heraklion to Gatwick,2018-05-01 00:00:00,1.0,3.0,0.0,0.0,1.0,1,0.0,no
932,Boeing 747 400,Couple Leisure,Premium Economy,Washington to London,2018-05-01 00:00:00,1.0,4.0,2.0,1.0,2.0,1,0.0,no
933,A380,Business,Economy Class,Singapore to London,2018-05-01 00:00:00,4.0,2.0,1.0,1.0,3.0,4,0.0,no
934,Boeing 777-200,Business,Economy Class,Sydney to London via Singapore,2018-05-01 00:00:00,4.0,3.0,1.0,1.0,4.0,4,0.0,no
935,None,Couple Leisure,Business Class,Malaga to Gatwick,2018-05-01 00:00:00,4.0,4.0,4.0,0.0,4.0,4,0.0,yes
936,None,Solo Leisure,Economy Class,Barcelona to Gatwick,2018-05-01 00:00:00,1.0,1.0,0.0,0.0,1.0,2,0.0,no
937,A321,Business,Economy Class,Munich to London,2018-05-01 00:00:00,3.0,5.0,1.0,0.0,3.0,3,0.0,no
938,A320,Solo Leisure,Economy Class,London to Reykjavik ,2018-05-01 00:00:00,4.0,4.0,2.0,0.0,4.0,4,0.0,yes
939,Boeing 747-400,Business,Business Class,Cape Town to London,2018-05-01 00:00:00,3.0,1.0,1.0,1.0,3.0,2,0.0,no
940,Boeing 787 / A320,Couple Leisure,Economy Class,Washington to Prague via London,2018-05-01 00:00:00,1.0,3.0,3.0,4.0,2.0,3,0.0,no
941,Boeing 747,Solo Leisure,First Class,London to Washington,2018-05-01 00:00:00,3.0,2.0,2.0,1.0,4.0,1,0.0,no
942,Boeing 747,Solo Leisure,Economy Class,Washington to Glasgow via London,2018-05-01 00:00:00,4.0,4.0,3.0,3.0,3.0,5,0.0,yes
943,None,Solo Leisure,Economy Class,London to Montreal,2018-03-01 00:00:00,3.0,2.0,1.0,2.0,1.0,1,0.0,no
944,Boeing 777-300ER / A320,Solo Leisure,Economy Class,Tokyo to Amsterdam via London,2018-05-01 00:00:00,2.0,2.0,1.0,1.0,4.0,3,0.0,no
945,A320,Business,Business Class,Vienna to London Heathrow,2018-05-01 00:00:00,3.0,4.0,2.0,0.0,3.0,3,0.0,yes
946,A320,Solo Leisure,Economy Class,London Heathrow to Vienna,2018-05-01 00:00:00,1.0,1.0,1.0,2.0,1.0,1,0.0,no
947,None,Couple Leisure,Economy Class,Glasgow to Heathrow,2018-05-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
948,Boeing 747,Business,Business Class,London to Phoenix ,2018-05-01 00:00:00,4.0,3.0,4.0,1.0,4.0,4,1.0,yes
949,None,Solo Leisure,Economy Class,Glasgow to Heathrow,2018-05-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
950,A319 / Boeing 777,Solo Leisure,Economy Class,Brussels to Shanghai via London,2018-04-01 00:00:00,5.0,5.0,5.0,4.0,2.0,5,0.0,yes
951,A380,Solo Leisure,Economy Class,Chicago to London Heathrow,2018-05-01 00:00:00,4.0,4.0,3.0,3.0,4.0,3,3.0,yes
952,A320 / Boeing 787,Couple Leisure,Economy Class,Athens to Philadelphia via London,2018-04-01 00:00:00,4.0,4.0,2.0,4.0,4.0,3,4.0,no
953,Boeing 777,Couple Leisure,Business Class,Hong Kong to London,2018-04-01 00:00:00,2.0,5.0,3.0,3.0,4.0,4,0.0,no
954,A380,Solo Leisure,Business Class,Los Angeles to London Heathrow,2018-04-01 00:00:00,4.0,5.0,4.0,5.0,5.0,5,0.0,yes
955,A319 / Boeing 787-8,Solo Leisure,Premium Economy,Hamburg to Abu Dhabi via London ,2018-05-01 00:00:00,3.0,2.0,2.0,4.0,1.0,2,0.0,no
956,Boeing 787-8,Family Leisure,Business Class,GIG to LHR,2018-04-01 00:00:00,4.0,3.0,3.0,4.0,4.0,3,3.0,yes
957,Boeing 747,Solo Leisure,Premium Economy,London Heathrow to Vancouver,2018-04-01 00:00:00,1.0,1.0,1.0,2.0,4.0,2,0.0,no
958,Boeing 767,Business,Business Class,Madrid to London,2018-04-01 00:00:00,4.0,5.0,4.0,0.0,4.0,3,0.0,yes
959,None,Solo Leisure,Economy Class,Venice to Gatwick,2018-02-01 00:00:00,3.0,3.0,0.0,0.0,1.0,1,0.0,no
960,A380,Business,Business Class,Singapore to Dublin via London,2018-03-01 00:00:00,2.0,5.0,4.0,3.0,2.0,2,0.0,no
961,None,Couple Leisure,Economy Class,London to Budapest,2018-04-01 00:00:00,3.0,3.0,1.0,1.0,2.0,1,1.0,no
962,None,Business,Economy Class,Florence to London Gatwick,2018-04-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
963,Boeing 777-300,Family Leisure,Business Class,London to Sao Paulo,2018-04-01 00:00:00,4.0,4.0,4.0,5.0,5.0,4,4.0,yes
964,Boeing 777,Couple Leisure,Business Class,Tampa to London Gatwick,2018-04-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
965,A319,Business,Business Class,London Heathrow to Dusseldorf,2018-02-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
966,A320,Business,Business Class,Madrid to London,2018-04-01 00:00:00,2.0,5.0,1.0,0.0,1.0,1,0.0,no
967,A321,Business,Business Class,London to Moscow,2018-03-01 00:00:00,1.0,4.0,1.0,0.0,1.0,2,0.0,no
968,Boeing 747-400,Solo Leisure,Economy Class,Miami to London ,2018-03-01 00:00:00,4.0,4.0,4.0,4.0,4.0,4,0.0,yes
969,None,Couple Leisure,Economy Class,Gatwick to Barbados,2017-12-01 00:00:00,2.0,2.0,1.0,2.0,3.0,2,0.0,no
970,Boeing 747-400,Solo Leisure,Economy Class,London Heathrow to Dallas,2018-04-01 00:00:00,3.0,3.0,3.0,2.0,3.0,2,0.0,no
971,A320,Business,Business Class,London to Copenhagen ,2018-04-01 00:00:00,2.0,3.0,1.0,0.0,3.0,2,0.0,no
972,None,Business,Economy Class,Istanbul to London,2018-04-01 00:00:00,3.0,3.0,1.0,1.0,2.0,1,1.0,no
973,A380,Family Leisure,Premium Economy,Los Angeles to London,2018-04-01 00:00:00,1.0,1.0,2.0,3.0,1.0,1,1.0,no
974,None,Business,Economy Class,Belfast to London ,2018-04-01 00:00:00,2.0,1.0,1.0,1.0,1.0,1,1.0,no
975,None,Solo Leisure,Economy Class,Naples to Gatwick,2018-04-01 00:00:00,3.0,2.0,2.0,0.0,2.0,1,0.0,no
976,Boeing 777-300,Family Leisure,Premium Economy,São Paulo to London Heathrow,2018-04-01 00:00:00,2.0,1.0,2.0,3.0,2.0,2,0.0,no
977,None,Couple Leisure,Premium Economy,Dallas to Lagos via London Heathrow,2018-02-01 00:00:00,2.0,2.0,2.0,2.0,1.0,1,1.0,no
978,A320,Couple Leisure,Economy Class,Budapest to London Heathrow,2018-03-01 00:00:00,1.0,1.0,0.0,0.0,3.0,2,0.0,no
979,Boeing 777,Family Leisure,Economy Class,London Heathrow to New York JFK,2018-04-01 00:00:00,1.0,5.0,2.0,2.0,1.0,3,0.0,no
980,None,Solo Leisure,Economy Class,London to Vienna,2017-12-01 00:00:00,3.0,4.0,0.0,0.0,1.0,1,0.0,no
981,Boeing 787-9,Family Leisure,Premium Economy,London Heathrow to Cairo ,2018-04-01 00:00:00,4.0,5.0,5.0,5.0,5.0,5,0.0,yes
982,Boeing 777,Couple Leisure,Business Class,St Lucia to Gatwick,2018-03-01 00:00:00,2.0,2.0,2.0,3.0,3.0,1,0.0,no
983,Boeing 777-200,Couple Leisure,Business Class,Fort Lauderdale to Gatwick,2018-03-01 00:00:00,2.0,3.0,3.0,2.0,3.0,3,0.0,no
984,Boeing 747,Family Leisure,Business Class,Dubai to London Heathrow,2018-03-01 00:00:00,4.0,5.0,4.0,3.0,4.0,4,0.0,yes
985,None,Couple Leisure,Economy Class,London to Las Vegas ,2018-03-01 00:00:00,2.0,4.0,1.0,2.0,2.0,3,0.0,no
986,None,Solo Leisure,Economy Class,Tampa to Gatwick,2018-03-01 00:00:00,4.0,5.0,5.0,5.0,5.0,5,0.0,yes
987,A320,Business,Economy Class,Heathrow to Keflavik,2018-03-01 00:00:00,3.0,4.0,4.0,0.0,5.0,4,0.0,yes
988,Boeing 787-9,Solo Leisure,First Class,London to Muscat,2018-03-01 00:00:00,5.0,4.0,4.0,3.0,4.0,4,0.0,yes
989,None,Family Leisure,Economy Class,Cape Town to London,2018-03-01 00:00:00,2.0,2.0,2.0,1.0,2.0,1,0.0,no
990,A320,Family Leisure,Business Class,Gatwick to Madeira,2018-03-01 00:00:00,2.0,4.0,3.0,0.0,2.0,1,0.0,no
991,None,Solo Leisure,Economy Class,London to Casablanca,2018-03-01 00:00:00,3.0,3.0,0.0,0.0,1.0,1,0.0,no
992,None,Solo Leisure,Economy Class,Berlin to Hong Kong via London,2018-02-01 00:00:00,3.0,5.0,0.0,0.0,4.0,4,0.0,yes
993,None,Solo Leisure,Economy Class,Hyderabad to Brussels via London,2018-03-01 00:00:00,3.0,3.0,2.0,2.0,3.0,1,0.0,no
994,Boeing 777-200,Couple Leisure,Business Class,London Gatwick to Fort Lauderdale ,2018-03-01 00:00:00,3.0,4.0,4.0,3.0,4.0,4,0.0,yes
995,None,Business,Business Class,Milan to London Heathrow,2018-03-01 00:00:00,3.0,1.0,0.0,0.0,4.0,1,0.0,no
996,None,Family Leisure,Business Class,London to Helsinki,2018-03-01 00:00:00,5.0,5.0,5.0,0.0,5.0,5,0.0,yes
997,None,Solo Leisure,Economy Class,London Heathrow to Denver,2018-03-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,0.0,yes
998,None,Solo Leisure,Economy Class,Heathrow to Kuala Lumpur,2018-03-01 00:00:00,3.0,3.0,1.0,2.0,4.0,1,0.0,no
999,Boeing 777-200,Business,Business Class,Bangkok to London,2018-03-01 00:00:00,1.0,2.0,1.0,0.0,4.0,1,0.0,no
1000,None,Couple Leisure,Business Class,Beijing to London,2018-03-01 00:00:00,3.0,4.0,4.0,4.0,3.0,4,0.0,yes
1001,None,Couple Leisure,Business Class,London to Beijing,2018-03-01 00:00:00,3.0,2.0,3.0,4.0,3.0,3,0.0,yes
1002,Boeing 777,Couple Leisure,Economy Class,Bangkok to London,2018-03-01 00:00:00,1.0,2.0,1.0,2.0,1.0,2,1.0,no
1003,Boeing 777,Solo Leisure,Economy Class,Moscow to Heathrow,2018-02-01 00:00:00,2.0,1.0,1.0,3.0,1.0,3,1.0,no
1004,Boeing 787-9,Business,First Class,London Heathrow to Delhi Airport,2017-10-01 00:00:00,4.0,1.0,1.0,1.0,2.0,1,1.0,no
1005,None,Solo Leisure,Economy Class,Belfast to Lisbon via London,2018-03-01 00:00:00,3.0,4.0,1.0,0.0,4.0,2,0.0,no
1006,None,Solo Leisure,Economy Class,London to Belfast,2018-03-01 00:00:00,5.0,5.0,0.0,0.0,4.0,3,0.0,no
1007,Boeing 747-400,Business,Economy Class,Miami to London,2018-03-01 00:00:00,2.0,3.0,3.0,1.0,3.0,2,1.0,no
1008,A320,Business,Business Class,Warsaw to London,2018-03-01 00:00:00,1.0,4.0,5.0,0.0,4.0,4,0.0,yes
1009,None,Solo Leisure,Economy Class,Stockholm to London,2018-03-01 00:00:00,3.0,3.0,0.0,0.0,3.0,2,0.0,no
1010,None,Business,Economy Class,Lisbon to London Heathrow,2018-03-01 00:00:00,4.0,2.0,2.0,0.0,5.0,2,0.0,no
1011,A380,Business,Premium Economy,Singapore to Heathrow,2018-03-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,0.0,no
1012,Boeing 777,Business,Business Class,Chicago to Chennai via London,2018-02-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
1013,Boeing 787,Solo Leisure,Economy Class,London Heathrow to Toronto,2018-02-01 00:00:00,3.0,4.0,3.0,2.0,4.0,4,0.0,yes
1014,A380,Business,Business Class,London to Hong Kong,2018-02-01 00:00:00,3.0,1.0,1.0,3.0,3.0,1,1.0,no
1015,A380,Solo Leisure,Premium Economy,Miami to London Heathrow,2018-02-01 00:00:00,5.0,5.0,3.0,5.0,5.0,5,0.0,yes
1016,Boeing 747,Couple Leisure,First Class,London to Phoenix,2017-07-01 00:00:00,1.0,5.0,1.0,1.0,1.0,1,1.0,no
1017,None,Couple Leisure,Business Class,London to Istanbul,2018-02-01 00:00:00,1.0,2.0,2.0,0.0,2.0,2,0.0,no
1018,A319,Couple Leisure,Economy Class,Edimbourgh to London Gatwick,2018-02-01 00:00:00,1.0,3.0,0.0,0.0,3.0,5,0.0,no
1019,Boeing 747-400,Business,Business Class,Chicago to London Heathrow,2018-02-01 00:00:00,1.0,1.0,1.0,1.0,3.0,1,1.0,no
1020,Boeing 757,Solo Leisure,Economy Class,Athens to London,2018-02-01 00:00:00,3.0,4.0,0.0,2.0,4.0,5,0.0,yes
1021,Boeing 747,Couple Leisure,Premium Economy,London Heathrow to Miami,2018-02-01 00:00:00,2.0,3.0,2.0,2.0,3.0,2,0.0,no
1022,Boeing 777,Solo Leisure,Economy Class,London to Bombay,2017-12-01 00:00:00,4.0,5.0,4.0,4.0,3.0,5,0.0,yes
1023,A319/320,Couple Leisure,Business Class,Manchester to Gothenburg via London Heathrow,2018-02-01 00:00:00,2.0,3.0,2.0,1.0,3.0,2,1.0,no
1024,None,Business,Economy Class,London Heathrow to Prague,2018-02-01 00:00:00,3.0,1.0,0.0,0.0,1.0,1,0.0,no
1025,None,Solo Leisure,Economy Class,New Orleans to Hyderabad via London,2018-02-01 00:00:00,1.0,1.0,1.0,1.0,2.0,2,0.0,no
1026,None,Business,Business Class,London to Athens,2018-01-01 00:00:00,1.0,4.0,2.0,1.0,2.0,1,1.0,no
1027,Boeing 777,Couple Leisure,Economy Class,London Gatwick to Cape Town,2018-02-01 00:00:00,4.0,3.0,4.0,3.0,4.0,3,0.0,no
1028,None,Couple Leisure,Economy Class,Las Vegas to London Heathrow,2018-02-01 00:00:00,2.0,1.0,1.0,3.0,1.0,2,1.0,no
1029,A321,Solo Leisure,Business Class,Aberdeen to London Heathrow,2018-02-01 00:00:00,5.0,5.0,5.0,0.0,4.0,5,0.0,yes
1030,A320,Solo Leisure,Business Class,Dusseldorf to London,2018-02-01 00:00:00,3.0,5.0,5.0,0.0,4.0,4,0.0,yes
1031,Boeing 777,Solo Leisure,Economy Class,Orlando to Gatwick,2018-02-01 00:00:00,3.0,5.0,1.0,3.0,4.0,3,0.0,no
1032,A380,Solo Leisure,Economy Class,London to Johannesburg,2018-01-01 00:00:00,5.0,5.0,3.0,5.0,5.0,4,0.0,yes
1033,None,Business,Business Class,Chicago to Hyderabad via London Heathrow,2018-02-01 00:00:00,3.0,4.0,3.0,0.0,3.0,4,0.0,yes
1034,None,Solo Leisure,Premium Economy,San Francisco to Hyderabad via London,2017-12-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
1035,A319,Business,Economy Class,London to Duesseldorf,2018-01-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
1036,None,Couple Leisure,Business Class,Rio de Janiero to London,2018-01-01 00:00:00,2.0,2.0,2.0,2.0,2.0,1,0.0,no
1037,Boeing 777,Solo Leisure,Premium Economy,London to Bengaluru,2018-02-01 00:00:00,2.0,1.0,1.0,1.0,2.0,1,0.0,no
1038,Boeing 777-300ER,Couple Leisure,Economy Class,Houston to Dublin via London Heathrow,2018-01-01 00:00:00,3.0,4.0,4.0,5.0,4.0,5,0.0,yes
1039,None,Couple Leisure,Economy Class,Reykjavik to London,2018-02-01 00:00:00,4.0,4.0,1.0,4.0,1.0,2,4.0,no
1040,None,Couple Leisure,Economy Class,Bangkok to Lisbon via Heathrow,2017-12-01 00:00:00,0.0,0.0,0.0,0.0,0.0,1,0.0,no
1041,None,Solo Leisure,Economy Class,Johannesburg to Cape Town,2018-01-01 00:00:00,3.0,3.0,3.0,0.0,3.0,4,0.0,yes
1042,A320,Solo Leisure,Economy Class,London Heathrow to Paris Orly,2017-10-01 00:00:00,3.0,4.0,0.0,0.0,2.0,2,0.0,no
1043,A320,Solo Leisure,Business Class,London Heathrow to Belfast,2018-01-01 00:00:00,5.0,4.0,4.0,0.0,4.0,4,0.0,yes
1044,None,Couple Leisure,Economy Class,New York to Paris,2017-12-01 00:00:00,1.0,0.0,0.0,0.0,1.0,1,0.0,no
1045,A380,Business,Business Class,Singapore to Madrid via London Heathrow,2018-01-01 00:00:00,1.0,2.0,2.0,2.0,1.0,1,0.0,no
1046,Boeing 777,Solo Leisure,Business Class,Gatwick to Tobago,2018-01-01 00:00:00,3.0,3.0,3.0,2.0,2.0,3,0.0,no
1047,A319,Business,Business Class,London Gatwick to Turin,2018-01-01 00:00:00,1.0,1.0,2.0,0.0,3.0,1,0.0,no
1048,None,Solo Leisure,Economy Class,Warsaw to London Heathrow,2018-01-01 00:00:00,1.0,1.0,3.0,1.0,1.0,1,1.0,no
1049,None,Solo Leisure,Economy Class,London Heathrow to Vancouver,2018-01-01 00:00:00,3.0,4.0,3.0,0.0,3.0,3,0.0,no
1050,None,Couple Leisure,Business Class, London Heathrow to Madrid,2018-01-01 00:00:00,2.0,4.0,4.0,0.0,2.0,3,0.0,no
1051,A320,Solo Leisure,Economy Class,London to Dusseldorf,2017-12-01 00:00:00,2.0,4.0,1.0,1.0,1.0,1,1.0,no
1052,None,Solo Leisure,Business Class,Johannesburg to London,2017-12-01 00:00:00,1.0,1.0,1.0,2.0,2.0,1,0.0,no
1053,Boeing 777-200,Couple Leisure,Business Class,London to Bangkok,2018-01-01 00:00:00,5.0,5.0,5.0,2.0,5.0,5,2.0,yes
1054,A320,Solo Leisure,Business Class,London Gatwick to Rome Fiumicino,2017-12-01 00:00:00,5.0,5.0,5.0,5.0,5.0,5,0.0,yes
1055,Boeing 787-9,Solo Leisure,Business Class,"San Jose, CA to London Heathrow",2018-01-01 00:00:00,4.0,5.0,5.0,4.0,3.0,4,0.0,yes
1056,Boeing 777,Business,Business Class,Dubai to London,2017-12-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
1057,E170 / A319,Business,Economy Class,London to Düsseldorf,2018-01-01 00:00:00,3.0,5.0,1.0,0.0,4.0,2,0.0,no
1058,None,Family Leisure,Economy Class,New York to London,2017-11-01 00:00:00,1.0,1.0,2.0,1.0,2.0,1,1.0,no
1059,Boeing 777,Solo Leisure,Economy Class,Bangkok to Aberdeen via Heathrow,2018-01-01 00:00:00,3.0,4.0,4.0,2.0,4.0,4,0.0,yes
1060,E190,Couple Leisure,Economy Class,Rotterdam to London City,2018-01-01 00:00:00,5.0,5.0,3.0,0.0,4.0,5,0.0,yes
1061,None,Couple Leisure,Economy Class,London to Cape Town,2017-03-01 00:00:00,1.0,1.0,0.0,0.0,1.0,3,0.0,no
1062,Boeing 747-400,Solo Leisure,First Class,Chicago to London Heathrow,2018-01-01 00:00:00,5.0,5.0,5.0,5.0,4.0,5,0.0,yes
1063,Boeing 777-200,Couple Leisure,First Class,Toronto to London,2018-01-01 00:00:00,4.0,4.0,4.0,3.0,3.0,4,0.0,no
1064,Boeing 747,Solo Leisure,Economy Class,Las Vegas to Manchester via London,2018-01-01 00:00:00,1.0,2.0,1.0,2.0,1.0,1,0.0,no
1065,Boeing 777,Business,Business Class,London to Dubai,2018-01-01 00:00:00,2.0,1.0,1.0,0.0,3.0,1,0.0,no
1066,None,Solo Leisure,Economy Class,Amsterdam to London,2018-01-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
1067,A380,Solo Leisure,Economy Class,London to Johannesburg,2017-12-01 00:00:00,5.0,5.0,4.0,4.0,4.0,4,0.0,yes
1068,None,Business,Business Class,Gatwick to Funchal,2017-10-01 00:00:00,1.0,2.0,1.0,0.0,1.0,1,0.0,no
1069,None,Solo Leisure,Business Class,London to Tel Aviv,2017-12-01 00:00:00,1.0,1.0,0.0,0.0,1.0,1,0.0,no
1070,None,Solo Leisure,Premium Economy,London to Cape Town,2017-12-01 00:00:00,1.0,3.0,4.0,1.0,2.0,1,0.0,no
1071,Boeing 777-300ER,Family Leisure,First Class,Hong Kong to London,2017-12-01 00:00:00,4.0,5.0,5.0,0.0,4.0,4,0.0,yes
1072,A321,Couple Leisure,Business Class,Dublin to Heathrow,2017-12-01 00:00:00,1.0,1.0,1.0,0.0,1.0,1,0.0,no
1073,Boeing 747-400,Couple Leisure,Economy Class,London to New York,2017-11-01 00:00:00,1.0,1.0,1.0,2.0,3.0,2,1.0,no
1074,Boeing 747-400,Family Leisure,Economy Class,New York to London,2017-12-01 00:00:00,4.0,4.0,4.0,3.0,3.0,3,0.0,yes
1075,None,Family Leisure,Business Class,Budapest to Philadelphia via London,2017-07-01 00:00:00,2.0,4.0,2.0,2.0,3.0,3,1.0,no
1076,A380,Solo Leisure,Premium Economy,London to Hong Kong,2017-12-01 00:00:00,4.0,4.0,4.0,4.0,5.0,3,0.0,yes
1077,None,Solo Leisure,Economy Class,London to Montreal,2017-12-01 00:00:00,2.0,4.0,2.0,3.0,1.0,1,0.0,no
1078,Boeing 777,Family Leisure,First Class,London to Houston,2017-12-01 00:00:00,3.0,3.0,1.0,3.0,1.0,1,0.0,no
1079,None,Couple Leisure,Economy Class,Las Vegas to London,2017-12-01 00:00:00,1.0,1.0,1.0,2.0,1.0,1,1.0,no
1080,Boeing 747-400,Solo Leisure,Economy Class,Dubai to London Heathrow,2017-12-01 00:00:00,2.0,1.0,2.0,1.0,4.0,2,0.0,no
1081,Boeing 747-400,Solo Leisure,Economy Class,New York to Budapest via London,2017-12-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,1.0,no
1082,None,Solo Leisure,Economy Class,Tokyo Narita to London Heathrow,2017-12-01 00:00:00,2.0,1.0,1.0,1.0,2.0,1,1.0,no
