,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
2587,Boeing 777,Business,Business Class,Singapore to Sydney,2015-07-01 00:00:00,2.0,1.0,1.0,2.0,3.0,2,0.0,no
2588,None,Couple Leisure,First Class,LHR to IAD,2015-07-01 00:00:00,4.0,5.0,3.0,4.0,4.0,2,0.0,yes
2589,Boeing 777-200,Couple Leisure,Business Class,LHR to KUL,2015-07-01 00:00:00,4.0,5.0,3.0,4.0,4.0,5,0.0,yes
2590,Boeing 747-400,Solo Leisure,Economy Class,London Heathrow to Bangkok,2015-07-01 00:00:00,1.0,2.0,3.0,1.0,1.0,1,0.0,no
2591,None,Couple Leisure,Economy Class,LHR to NCL,2015-07-01 00:00:00,2.0,3.0,3.0,0.0,4.0,3,0.0,yes
2592,Boeing 747-400,Solo Leisure,Business Class,London Heathrow to Chicago O'Hare,2015-06-01 00:00:00,5.0,5.0,5.0,3.0,5.0,5,0.0,yes
2593,Boeing 747-400,Solo Leisure,First Class,ORD to LHR,2015-07-01 00:00:00,5.0,5.0,5.0,3.0,5.0,5,0.0,yes
2594,Boeing 747,Solo Leisure,Business Class,Vancouver Canada to London,2015-07-01 00:00:00,2.0,3.0,1.0,1.0,3.0,2,0.0,no
2595,A321 / Boeing 747-400,Solo Leisure,Economy Class,CAI to JFK via LHR,2014-09-01 00:00:00,1.0,5.0,3.0,4.0,5.0,2,0.0,no
2596,Boeing 747- 400,Family Leisure,Economy Class,LHR to JNB,2015-06-01 00:00:00,3.0,5.0,4.0,3.0,4.0,5,0.0,yes
2597,A321,Business,Economy Class,Heathrow to Brussels,2015-07-01 00:00:00,3.0,3.0,4.0,0.0,1.0,2,0.0,no
2598,A320,Solo Leisure,Business Class,Tel Aviv to London LHR,2014-12-01 00:00:00,5.0,5.0,5.0,4.0,5.0,4,0.0,yes
2599,A380,Couple Leisure,Economy Class,LHR to LAX,2015-05-01 00:00:00,4.0,5.0,4.0,5.0,5.0,3,5.0,yes
2600,Boeing 747-400,Business,Business Class,London to Singapore,2015-07-01 00:00:00,1.0,5.0,4.0,1.0,1.0,3,0.0,no
2601,A320,Solo Leisure,Economy Class,LHR to EDI,2015-07-01 00:00:00,2.0,4.0,1.0,0.0,1.0,3,0.0,no
2602,A319/A320,Couple Leisure,Business Class,Gatwick to Dubrovnik,2015-06-01 00:00:00,4.0,4.0,5.0,0.0,4.0,4,0.0,yes
2603,A321,Family Leisure,Economy Class,LHR to Hamburg ,2015-05-01 00:00:00,5.0,5.0,4.0,1.0,4.0,5,0.0,yes
2604,None,Business,Economy Class,Shanghai to London Heathrow,2015-06-01 00:00:00,1.0,1.0,1.0,3.0,1.0,1,0.0,no
2605,A320,Family Leisure,Business Class,Helsinki to London,2015-06-01 00:00:00,1.0,5.0,5.0,0.0,5.0,4,0.0,yes
2606,Boeing 747-400,Couple Leisure,Premium Economy,Chicago to Paris via London,2015-05-01 00:00:00,4.0,5.0,4.0,5.0,3.0,4,4.0,yes
2607,Boeing 767,Business,Business Class,Istanbul to London,2015-07-01 00:00:00,1.0,4.0,1.0,1.0,3.0,1,0.0,no
2608,Boeing 777,Business,Business Class,Bangkok to London,2015-07-01 00:00:00,2.0,4.0,3.0,2.0,4.0,3,0.0,no
2609,E170,Business,First Class,Dublin to London City,2015-07-01 00:00:00,2.0,1.0,1.0,0.0,2.0,1,0.0,no
2610,Boeing 777,Business,Business Class,Sydney to Singapore,2015-06-01 00:00:00,2.0,2.0,2.0,3.0,2.0,2,0.0,no
2611,Boeing 767,Business,Business Class,London to Istanbul,2015-07-01 00:00:00,1.0,3.0,2.0,0.0,1.0,1,0.0,no
2612,Boeing 747-400,Business,Business Class,Singapore to London,2015-07-01 00:00:00,1.0,3.0,2.0,0.0,2.0,2,0.0,no
2613,None,Family Leisure,Economy Class,London Gatwick to Orlando MCO,2015-06-01 00:00:00,3.0,2.0,1.0,5.0,1.0,1,0.0,no
2614,A318,Solo Leisure,Business Class,LCY to JFK via Shannon,2014-08-01 00:00:00,5.0,5.0,5.0,5.0,5.0,3,5.0,yes
2615,None,Business,Economy Class,London Heathrow to Dubai,2015-06-01 00:00:00,1.0,1.0,1.0,1.0,2.0,1,0.0,no
2616,Boeing 777,Family Leisure,Economy Class,Gatwick to Orlando,2015-06-01 00:00:00,1.0,2.0,1.0,1.0,1.0,2,1.0,no
2617,A320,Solo Leisure,Economy Class,Heathrow to Warsaw,2015-07-01 00:00:00,3.0,5.0,4.0,0.0,5.0,5,0.0,yes
2618,None,Family Leisure,Economy Class,JFK to TAV via LHR,2015-07-01 00:00:00,2.0,1.0,2.0,2.0,3.0,2,0.0,no
2619,None,Family Leisure,Economy Class,Toronto to Rome via London,2015-07-01 00:00:00,2.0,3.0,1.0,2.0,1.0,1,0.0,no
2620,None,Family Leisure,Economy Class,Rotterdam to London,2015-06-01 00:00:00,1.0,1.0,0.0,0.0,3.0,1,0.0,no
2621,B777-300 / A319,Solo Leisure,Economy Class,Chicago to Berlin via London Heathrow,2015-06-01 00:00:00,1.0,2.0,1.0,3.0,1.0,1,0.0,no
2622,None,Solo Leisure,Business Class,LHR to JFK  ,2015-07-01 00:00:00,3.0,3.0,4.0,2.0,4.0,4,0.0,no
2623,None,Couple Leisure,Economy Class,Heathrow to Ibiza,2015-06-01 00:00:00,4.0,3.0,1.0,0.0,1.0,1,0.0,no
2624,A380,Solo Leisure,Economy Class,London to Los Angesles,2015-06-01 00:00:00,4.0,5.0,3.0,5.0,4.0,5,4.0,yes
2625,Boeing 777-200,Family Leisure,Economy Class,YUL to FCO via LHR,2014-10-01 00:00:00,4.0,4.0,3.0,3.0,4.0,5,0.0,yes
2626,None,Couple Leisure,Premium Economy,Washington DC to Heathrow,2015-06-01 00:00:00,3.0,2.0,2.0,3.0,3.0,1,3.0,no
2627,A320 / Boeing 777-300,Solo Leisure,Economy Class,Berlin to Chicago via LHR,2015-06-01 00:00:00,1.0,3.0,2.0,3.0,1.0,1,0.0,no
2628,None,Couple Leisure,Economy Class,Vienna to London,2014-11-01 00:00:00,2.0,1.0,1.0,0.0,2.0,2,0.0,no
2629,None,Couple Leisure,Economy Class,London to Vienna,2014-11-01 00:00:00,2.0,3.0,3.0,0.0,3.0,2,0.0,no
2630,A321 and B767,Solo Leisure,Business Class,LHR to FCO,2015-06-01 00:00:00,4.0,5.0,5.0,0.0,4.0,4,0.0,yes
2631,Boeing 767,Couple Leisure,Business Class,LHR to Grand Cayman via Nassau,2015-06-01 00:00:00,2.0,5.0,2.0,2.0,2.0,2,0.0,no
2632,A320,Couple Leisure,Business Class,Santorini to LHR,2015-06-01 00:00:00,3.0,4.0,5.0,0.0,1.0,4,0.0,yes
2633,A319,Solo Leisure,Economy Class,London Gatwick to Glasgow,2015-06-01 00:00:00,5.0,5.0,3.0,0.0,5.0,4,0.0,yes
2634,Airbus A380,Couple Leisure,Business Class,London to Johannesburg,2015-05-01 00:00:00,3.0,2.0,2.0,4.0,3.0,2,0.0,no
2635,Boeing 737,Couple Leisure,Economy Class,Naples to London Gatwick,2015-06-01 00:00:00,3.0,4.0,3.0,0.0,1.0,1,0.0,no
2636,A320,Business,Business Class,Geneva to London,2015-05-01 00:00:00,2.0,5.0,4.0,4.0,4.0,4,0.0,yes
2637,B747-400 / A319,Solo Leisure,Economy Class,Vancouver to Berlin via London,2015-04-01 00:00:00,1.0,4.0,3.0,3.0,4.0,2,0.0,no
2638,None,Business,Business Class,LHR to LUX,2015-06-01 00:00:00,3.0,5.0,5.0,0.0,4.0,4,0.0,yes
2639,A320,Solo Leisure,First Class,LHR to NCL,2015-06-01 00:00:00,3.0,3.0,3.0,0.0,1.0,3,0.0,no
2640,A320,Couple Leisure,Business Class,LHR to Santorini,2015-06-01 00:00:00,2.0,4.0,5.0,0.0,4.0,4,0.0,yes
2641,B747 400,Solo Leisure,First Class,LHR to MIA,2015-06-01 00:00:00,4.0,5.0,5.0,4.0,5.0,5,0.0,yes
2642,777-200,Couple Leisure,Economy Class,Bangkok to Heathrow,2015-05-01 00:00:00,1.0,1.0,1.0,1.0,1.0,1,0.0,no
2643,777,Business,Business Class,Buenos Aires to Heathrow,2014-07-01 00:00:00,5.0,5.0,4.0,5.0,4.0,3,0.0,yes
2644,None,Solo Leisure,None,Los Angeles to London to Paris to Rome ,2015-05-01 00:00:00,1.0,4.0,3.0,2.0,1.0,1,2.0,no
2645,None,Couple Leisure,Business Class,LHR to BKK,2015-06-01 00:00:00,3.0,5.0,4.0,3.0,4.0,3,0.0,yes
2646,A320,Solo Leisure,Economy Class,LHR to Milan Malpensa,2015-06-01 00:00:00,4.0,5.0,4.0,0.0,4.0,4,4.0,yes
2647,boeing 787,Solo Leisure,Business Class,Seoul to London,2015-06-01 00:00:00,4.0,3.0,3.0,4.0,3.0,3,0.0,yes
2648,None,Couple Leisure,Economy Class,London to Turkey,2015-06-01 00:00:00,5.0,5.0,5.0,0.0,5.0,5,0.0,yes
2649,None,Solo Leisure,Economy Class,Abu Dhabi to Muscat,2015-06-01 00:00:00,5.0,5.0,3.0,0.0,4.0,5,0.0,yes
2650,B747-400,Solo Leisure,Economy Class,LHR to YYZ,2015-05-01 00:00:00,3.0,4.0,4.0,4.0,4.0,4,0.0,yes
2651,A320,Couple Leisure,Economy Class,LGW to VCE,2015-06-01 00:00:00,3.0,5.0,3.0,0.0,4.0,4,0.0,yes
2652,A321,Business,Business Class,LHR to SOF,2015-05-01 00:00:00,1.0,3.0,2.0,1.0,3.0,1,1.0,no
2653,B747,Solo Leisure,Economy Class,LHR-DEN,2015-05-01 00:00:00,3.0,5.0,4.0,2.0,0.0,4,0.0,yes
2654,777-300,Solo Leisure,Business Class,ORD-LHR,2015-06-01 00:00:00,4.0,5.0,2.0,4.0,0.0,5,0.0,yes
2655,A321,Solo Leisure,Economy Class,LHR-GLA,2015-06-01 00:00:00,4.0,5.0,3.0,0.0,0.0,4,0.0,yes
2656,A321,Solo Leisure,Economy Class,GLA-LHR,2015-05-01 00:00:00,4.0,5.0,4.0,0.0,0.0,4,0.0,yes
2657,A319,Business,Business Class,FRA-LHR ,None,5.0,2.0,2.0,1.0,0.0,1,0.0,no
2658,Boeing 777,Couple Leisure,Business Class,Gatwick to Barbados,None,3.0,4.0,3.0,4.0,0.0,3,0.0,no
2659,Airbus 319,Business,Business Class,Kiev to London,None,3.0,5.0,0.0,4.0,0.0,4,1.0,yes
2660,None,Family Leisure,Economy Class,None,None,3.0,5.0,5.0,5.0,0.0,4,0.0,yes
2661,Boeing 747-400,Business,Business Class,London-Vancouver return,None,4.0,5.0,4.0,3.0,0.0,5,0.0,yes
2662,Boeing 747-400,Business,Business Class,LHR-ORD,None,4.0,2.0,3.0,4.0,0.0,3,0.0,yes
2663,None,Business,Premium Economy,BOM-LHR,None,4.0,1.0,1.0,3.0,0.0,3,0.0,no
2664,None,Business,Business Class,LHR-BOM,None,2.0,5.0,2.0,3.0,0.0,3,0.0,yes
2665,Boeing 747 / 777,Family Leisure,Business Class,None,None,4.0,5.0,5.0,2.0,0.0,5,0.0,yes
2666,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
2667,None,None,Economy Class,None,None,1.0,1.0,2.0,2.0,0.0,1,0.0,no
2668,None,None,Economy Class,None,None,1.0,4.0,1.0,2.0,0.0,1,0.0,no
2669,None,None,Business Class,None,None,3.0,3.0,4.0,1.0,0.0,3,0.0,no
2670,None,None,First Class,None,None,4.0,3.0,1.0,4.0,0.0,3,0.0,yes
2671,None,None,Business Class,None,None,3.0,3.0,2.0,1.0,0.0,2,0.0,no
2672,None,None,Economy Class,None,None,4.0,3.0,2.0,1.0,0.0,2,0.0,no
2673,None,None,Premium Economy,None,None,1.0,4.0,2.0,1.0,0.0,1,0.0,no
2674,None,None,Premium Economy,None,None,3.0,3.0,2.0,1.0,0.0,3,0.0,no
2675,None,None,Economy Class,None,None,4.0,4.0,4.0,3.0,0.0,5,0.0,yes
2676,None,None,Premium Economy,None,None,5.0,5.0,4.0,3.0,0.0,4,0.0,yes
2677,None,None,Economy Class,None,None,4.0,4.0,4.0,1.0,0.0,4,0.0,yes
2678,None,None,Economy Class,None,None,2.0,1.0,1.0,3.0,0.0,2,0.0,no
2679,None,None,None,None,None,1.0,2.0,1.0,3.0,0.0,1,0.0,no
2680,None,None,First Class,None,None,5.0,5.0,4.0,5.0,0.0,3,0.0,yes
2681,None,None,None,None,None,1.0,2.0,1.0,3.0,0.0,1,0.0,no
2682,None,None,Economy Class,None,None,3.0,2.0,3.0,3.0,0.0,2,0.0,no
2683,None,None,Premium Economy,None,None,4.0,2.0,2.0,3.0,0.0,3,0.0,no
2684,None,None,Economy Class,None,None,3.0,2.0,1.0,1.0,0.0,2,0.0,no
2685,None,None,Economy Class,None,None,1.0,1.0,1.0,2.0,0.0,1,0.0,no
2686,None,None,Premium Economy,None,None,5.0,5.0,3.0,2.0,0.0,4,0.0,yes
2687,None,None,Economy Class,None,None,4.0,4.0,4.0,3.0,0.0,4,0.0,yes
2688,None,None,Premium Economy,None,None,4.0,5.0,3.0,4.0,0.0,5,0.0,no
2689,None,None,Economy Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2690,None,None,Premium Economy,None,None,2.0,1.0,1.0,1.0,0.0,1,0.0,no
2691,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2692,None,None,Economy Class,None,None,4.0,5.0,3.0,4.0,0.0,5,0.0,yes
2693,None,None,Business Class,None,None,1.0,3.0,1.0,1.0,0.0,1,0.0,no
2694,None,None,Economy Class,None,None,2.0,3.0,2.0,2.0,0.0,3,0.0,yes
2695,None,None,Business Class,None,None,4.0,4.0,4.0,3.0,0.0,4,0.0,yes
2696,None,None,Economy Class,None,None,5.0,5.0,3.0,3.0,0.0,5,0.0,yes
2697,None,None,Business Class,None,None,4.0,5.0,5.0,4.0,0.0,4,0.0,yes
2698,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2699,None,None,Premium Economy,None,None,3.0,4.0,4.0,5.0,0.0,4,0.0,yes
2700,None,None,Economy Class,None,None,4.0,5.0,3.0,1.0,0.0,5,0.0,yes
2701,None,None,Business Class,None,None,4.0,5.0,5.0,4.0,0.0,5,0.0,yes
2702,None,None,Economy Class,None,None,4.0,4.0,2.0,2.0,0.0,3,0.0,yes
2703,None,None,Business Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2704,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2705,None,None,Premium Economy,None,None,4.0,4.0,4.0,3.0,0.0,4,0.0,yes
2706,None,None,Business Class,None,None,5.0,5.0,5.0,5.0,0.0,4,0.0,yes
2707,None,None,Premium Economy,None,None,4.0,5.0,4.0,2.0,0.0,5,0.0,yes
2708,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2709,None,None,Economy Class,None,None,1.0,4.0,1.0,4.0,0.0,1,0.0,no
2710,None,None,Business Class,None,None,4.0,5.0,5.0,3.0,0.0,4,0.0,yes
2711,None,None,Premium Economy,None,None,4.0,5.0,4.0,2.0,0.0,5,0.0,yes
2712,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2713,None,None,Economy Class,None,None,1.0,4.0,1.0,4.0,0.0,1,0.0,no
2714,None,None,Business Class,None,None,1.0,1.0,2.0,1.0,0.0,1,0.0,no
2715,None,None,Premium Economy,None,None,2.0,4.0,2.0,1.0,0.0,3,0.0,yes
2716,None,None,Business Class,None,None,1.0,1.0,1.0,2.0,0.0,2,0.0,no
2717,None,None,Business Class,None,None,5.0,5.0,4.0,5.0,0.0,5,0.0,yes
2718,None,None,Business Class,None,None,1.0,5.0,5.0,5.0,0.0,5,0.0,yes
2719,None,None,Premium Economy,None,None,3.0,1.0,2.0,5.0,0.0,3,0.0,no
2720,None,None,Premium Economy,None,None,3.0,1.0,2.0,5.0,0.0,3,0.0,no
2721,None,None,Economy Class,None,None,5.0,5.0,5.0,2.0,0.0,5,0.0,yes
2722,None,None,First Class,None,None,5.0,5.0,4.0,4.0,0.0,5,0.0,yes
2723,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2724,None,None,Premium Economy,None,None,4.0,5.0,5.0,5.0,0.0,4,0.0,yes
2725,None,None,Business Class,None,None,2.0,5.0,5.0,2.0,0.0,3,0.0,yes
2726,None,None,Economy Class,None,None,4.0,5.0,4.0,4.0,0.0,4,0.0,yes
2727,None,None,Business Class,None,None,4.0,5.0,5.0,5.0,0.0,5,0.0,yes
2728,None,None,Business Class,None,None,2.0,5.0,3.0,1.0,0.0,4,0.0,yes
2729,None,None,Business Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2730,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2731,None,None,Business Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2732,None,None,Premium Economy,None,None,4.0,5.0,5.0,5.0,0.0,5,0.0,yes
2733,None,None,Premium Economy,None,None,4.0,3.0,3.0,3.0,0.0,4,0.0,yes
2734,None,None,First Class,None,None,5.0,5.0,4.0,4.0,0.0,5,0.0,yes
2735,None,None,Economy Class,None,None,5.0,5.0,5.0,5.0,0.0,4,0.0,yes
2736,None,None,Business Class,None,None,1.0,1.0,2.0,1.0,0.0,2,0.0,no
2737,None,None,Economy Class,None,None,5.0,3.0,4.0,2.0,0.0,5,0.0,yes
2738,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2739,None,None,Business Class,None,None,3.0,5.0,5.0,1.0,0.0,4,0.0,yes
2740,None,None,Premium Economy,None,None,1.0,1.0,3.0,1.0,0.0,1,0.0,no
2741,None,None,Economy Class,None,None,5.0,5.0,5.0,5.0,0.0,4,0.0,yes
2742,None,None,Business Class,None,None,4.0,5.0,5.0,4.0,0.0,5,0.0,yes
2743,None,None,Economy Class,None,None,5.0,4.0,5.0,5.0,0.0,4,0.0,yes
2744,None,None,Economy Class,None,None,3.0,3.0,2.0,4.0,0.0,3,0.0,no
2745,None,None,Economy Class,None,None,4.0,5.0,4.0,1.0,0.0,5,0.0,yes
2746,None,None,Premium Economy,None,None,3.0,3.0,4.0,5.0,0.0,4,0.0,yes
2747,None,None,Economy Class,None,None,3.0,4.0,4.0,1.0,0.0,5,0.0,yes
2748,None,None,Economy Class,None,None,5.0,5.0,4.0,3.0,0.0,4,0.0,yes
2749,None,None,Economy Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2750,None,None,Business Class,None,None,1.0,5.0,1.0,1.0,0.0,3,0.0,yes
2751,None,None,Economy Class,None,None,2.0,3.0,4.0,3.0,0.0,3,0.0,no
2752,None,None,Business Class,None,None,1.0,1.0,1.0,3.0,0.0,1,0.0,no
2753,None,None,Economy Class,None,None,2.0,1.0,2.0,2.0,0.0,3,0.0,no
2754,None,None,Business Class,None,None,5.0,5.0,4.0,5.0,0.0,4,0.0,yes
2755,None,None,Business Class,None,None,1.0,4.0,3.0,3.0,0.0,4,0.0,yes
2756,None,None,Economy Class,None,None,4.0,3.0,3.0,1.0,0.0,1,0.0,no
2757,None,None,First Class,None,None,5.0,2.0,5.0,3.0,0.0,4,0.0,yes
2758,None,None,Economy Class,None,None,4.0,3.0,1.0,3.0,0.0,3,0.0,yes
2759,None,None,Business Class,None,None,1.0,3.0,3.0,1.0,0.0,1,0.0,no
2760,None,None,Economy Class,None,None,2.0,2.0,3.0,2.0,0.0,3,0.0,no
2761,None,None,Business Class,None,None,2.0,3.0,2.0,1.0,0.0,3,0.0,no
2762,None,None,Business Class,None,None,2.0,4.0,3.0,1.0,0.0,4,0.0,no
2763,None,None,Economy Class,None,None,1.0,4.0,1.0,3.0,0.0,2,0.0,no
2764,None,None,Economy Class,None,None,4.0,4.0,4.0,4.0,0.0,4,0.0,yes
2765,None,None,Business Class,None,None,1.0,2.0,1.0,1.0,0.0,1,0.0,no
2766,None,None,Premium Economy,None,None,4.0,3.0,4.0,5.0,0.0,4,0.0,yes
2767,None,None,Business Class,None,None,4.0,1.0,2.0,2.0,0.0,1,0.0,no
2768,None,None,Economy Class,None,None,3.0,4.0,3.0,1.0,0.0,4,0.0,yes
2769,None,None,Economy Class,None,None,4.0,5.0,4.0,1.0,0.0,2,0.0,yes
2770,None,None,Business Class,None,None,3.0,4.0,4.0,2.0,0.0,3,0.0,yes
2771,None,None,Business Class,None,None,1.0,2.0,1.0,1.0,0.0,1,0.0,no
2772,None,None,First Class,None,None,3.0,3.0,1.0,3.0,0.0,2,0.0,no
2773,None,None,Business Class,None,None,3.0,3.0,3.0,5.0,0.0,3,0.0,yes
2774,None,None,Business Class,None,None,3.0,3.0,1.0,2.0,0.0,3,0.0,no
2775,None,None,Premium Economy,None,None,2.0,1.0,2.0,1.0,0.0,2,0.0,no
2776,None,None,Premium Economy,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2777,None,None,Business Class,None,None,4.0,3.0,3.0,1.0,0.0,3,0.0,no
2778,None,None,Business Class,None,None,2.0,5.0,5.0,5.0,0.0,4,0.0,yes
2779,None,None,Economy Class,None,None,4.0,4.0,5.0,1.0,0.0,4,0.0,yes
2780,None,None,Premium Economy,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2781,None,None,Business Class,None,None,4.0,3.0,3.0,1.0,0.0,3,0.0,no
2782,None,None,Business Class,None,None,2.0,5.0,5.0,5.0,0.0,4,0.0,yes
2783,None,None,Economy Class,None,None,4.0,4.0,5.0,1.0,0.0,4,0.0,yes
2784,None,None,Business Class,None,None,2.0,4.0,4.0,1.0,0.0,3,0.0,yes
2785,None,None,Premium Economy,None,None,4.0,4.0,4.0,4.0,0.0,4,0.0,yes
2786,None,None,Economy Class,None,None,4.0,5.0,5.0,4.0,0.0,5,0.0,yes
2787,None,None,Economy Class,None,None,4.0,4.0,4.0,2.0,0.0,3,0.0,yes
2788,None,None,Business Class,None,None,2.0,4.0,3.0,1.0,0.0,2,0.0,yes
2789,None,None,First Class,None,None,4.0,4.0,5.0,4.0,0.0,4,0.0,yes
2790,None,None,Economy Class,None,None,5.0,4.0,4.0,4.0,0.0,5,0.0,yes
2791,None,None,Economy Class,None,None,2.0,5.0,4.0,1.0,0.0,4,0.0,yes
2792,None,None,Business Class,None,None,1.0,5.0,3.0,4.0,0.0,1,0.0,no
2793,None,None,Economy Class,None,None,3.0,2.0,3.0,1.0,0.0,4,0.0,no
2794,None,None,Economy Class,None,None,5.0,1.0,1.0,1.0,0.0,5,0.0,no
2795,None,None,Economy Class,None,None,4.0,5.0,4.0,1.0,0.0,5,0.0,yes
2796,None,None,Economy Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2797,None,None,Business Class,None,None,3.0,3.0,4.0,4.0,0.0,5,0.0,yes
2798,None,None,Economy Class,None,None,3.0,3.0,4.0,1.0,0.0,4,0.0,yes
2799,None,None,Premium Economy,None,None,4.0,5.0,4.0,5.0,0.0,5,0.0,yes
2800,None,None,Business Class,None,None,4.0,5.0,4.0,4.0,0.0,5,0.0,yes
2801,None,None,Economy Class,None,None,1.0,1.0,2.0,1.0,0.0,2,0.0,no
2802,None,None,Economy Class,None,None,3.0,4.0,4.0,3.0,0.0,3,0.0,yes
2803,None,None,First Class,None,None,3.0,1.0,1.0,1.0,0.0,1,0.0,no
2804,None,None,First Class,None,None,4.0,4.0,2.0,4.0,0.0,3,0.0,yes
2805,None,None,Economy Class,None,None,4.0,4.0,4.0,2.0,0.0,4,0.0,yes
2806,None,None,Economy Class,None,None,1.0,2.0,1.0,1.0,0.0,2,0.0,no
2807,None,None,Business Class,None,None,2.0,3.0,3.0,2.0,0.0,4,0.0,no
2808,None,None,Economy Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2809,None,None,Business Class,None,None,5.0,5.0,4.0,4.0,0.0,5,0.0,yes
2810,None,None,Business Class,None,None,1.0,3.0,2.0,1.0,0.0,2,0.0,no
2811,None,None,Business Class,None,None,4.0,5.0,4.0,5.0,0.0,4,0.0,yes
2812,None,None,Business Class,None,None,5.0,5.0,5.0,2.0,0.0,5,0.0,yes
2813,None,None,Economy Class,None,None,3.0,4.0,3.0,3.0,0.0,4,0.0,yes
2814,None,None,Economy Class,None,None,4.0,4.0,3.0,2.0,0.0,4,0.0,yes
2815,None,None,Economy Class,None,None,3.0,3.0,5.0,1.0,0.0,4,0.0,yes
2816,None,None,Economy Class,None,None,2.0,5.0,3.0,1.0,0.0,4,0.0,yes
2817,None,None,Business Class,None,None,3.0,2.0,1.0,3.0,0.0,3,0.0,no
2818,None,None,Economy Class,None,None,4.0,3.0,2.0,1.0,0.0,3,0.0,no
2819,None,None,Business Class,None,None,5.0,3.0,2.0,5.0,0.0,2,0.0,no
2820,None,None,Economy Class,None,None,3.0,4.0,3.0,5.0,0.0,5,0.0,yes
2821,None,None,Business Class,None,None,3.0,5.0,5.0,1.0,0.0,5,0.0,yes
2822,None,None,Economy Class,None,None,1.0,2.0,1.0,1.0,0.0,2,0.0,no
2823,None,None,Business Class,None,None,4.0,2.0,1.0,1.0,0.0,2,0.0,no
2824,None,None,Business Class,None,None,2.0,2.0,1.0,1.0,0.0,1,0.0,no
2825,None,None,Business Class,None,None,1.0,4.0,3.0,1.0,0.0,2,0.0,no
2826,None,None,Economy Class,None,None,4.0,5.0,4.0,1.0,0.0,4,0.0,yes
2827,None,None,Economy Class,None,None,1.0,3.0,1.0,2.0,0.0,1,0.0,no
2828,None,None,Economy Class,None,None,3.0,1.0,1.0,3.0,0.0,5,0.0,yes
2829,None,None,Economy Class,None,None,4.0,2.0,2.0,1.0,0.0,3,0.0,yes
2830,None,None,Business Class,None,None,4.0,5.0,4.0,1.0,0.0,4,0.0,yes
2831,None,None,Business Class,None,None,3.0,2.0,2.0,3.0,0.0,2,0.0,yes
2832,None,None,Economy Class,None,None,2.0,3.0,3.0,4.0,0.0,3,0.0,no
2833,None,None,Business Class,None,None,1.0,4.0,3.0,1.0,0.0,2,0.0,no
2834,None,None,Business Class,None,None,3.0,5.0,5.0,2.0,0.0,5,0.0,yes
2835,None,None,Business Class,None,None,4.0,5.0,5.0,2.0,0.0,4,0.0,yes
2836,None,None,Economy Class,None,None,3.0,4.0,2.0,1.0,0.0,4,0.0,no
2837,None,None,Business Class,None,None,1.0,2.0,1.0,2.0,0.0,2,0.0,no
2838,None,None,Economy Class,None,None,1.0,2.0,3.0,1.0,0.0,3,0.0,no
2839,None,None,First Class,None,None,2.0,4.0,4.0,3.0,0.0,3,0.0,no
