,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Value For Money,Wifi & Connectivity,Recommended
2840,None,None,Economy Class,None,None,4.0,5.0,4.0,5.0,0.0,5,0.0,yes
2841,None,None,Economy Class,None,None,3.0,4.0,4.0,5.0,0.0,4,0.0,yes
2842,None,None,Premium Economy,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2843,None,None,Business Class,None,None,4.0,5.0,4.0,3.0,0.0,4,0.0,yes
2844,None,None,Business Class,None,None,1.0,4.0,2.0,2.0,0.0,1,0.0,no
2845,None,None,Premium Economy,None,None,2.0,1.0,1.0,2.0,0.0,1,0.0,no
2846,None,None,Economy Class,None,None,2.0,4.0,3.0,1.0,0.0,1,0.0,no
2847,None,None,Premium Economy,None,None,3.0,3.0,2.0,2.0,0.0,3,0.0,no
2848,None,None,Economy Class,None,None,4.0,4.0,4.0,1.0,0.0,4,0.0,yes
2849,None,None,Economy Class,None,None,1.0,1.0,2.0,1.0,0.0,3,0.0,no
2850,None,None,Economy Class,None,None,3.0,1.0,2.0,3.0,0.0,1,0.0,no
2851,None,None,Economy Class,None,None,2.0,3.0,2.0,1.0,0.0,2,0.0,no
2852,None,None,Business Class,None,None,3.0,4.0,2.0,3.0,0.0,3,0.0,no
2853,None,None,First Class,None,None,2.0,5.0,0.0,3.0,0.0,3,0.0,no
2854,None,None,Economy Class,None,None,3.0,5.0,1.0,1.0,0.0,2,0.0,no
2855,None,None,First Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2856,None,None,First Class,None,None,5.0,4.0,4.0,3.0,0.0,5,0.0,yes
2857,None,None,Economy Class,None,None,1.0,3.0,3.0,3.0,0.0,1,0.0,no
2858,None,None,Premium Economy,None,None,1.0,4.0,2.0,1.0,0.0,1,0.0,no
2859,None,None,Economy Class,None,None,1.0,1.0,1.0,2.0,0.0,1,0.0,no
2860,None,None,Business Class,None,None,4.0,2.0,2.0,4.0,0.0,4,0.0,yes
2861,None,None,First Class,None,None,2.0,5.0,0.0,3.0,0.0,3,0.0,no
2862,None,None,Economy Class,None,None,3.0,5.0,1.0,1.0,0.0,2,0.0,no
2863,None,None,First Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2864,None,None,First Class,None,None,5.0,4.0,4.0,3.0,0.0,5,0.0,yes
2865,None,None,Economy Class,None,None,3.0,5.0,4.0,4.0,0.0,4,0.0,yes
2866,None,None,Business Class,None,None,1.0,4.0,4.0,1.0,0.0,3,0.0,no
2867,None,None,Business Class,None,None,3.0,5.0,2.0,2.0,0.0,3,0.0,yes
2868,None,None,Business Class,None,None,2.0,1.0,1.0,3.0,0.0,1,0.0,no
2869,None,None,Economy Class,None,None,3.0,4.0,3.0,1.0,0.0,4,0.0,no
2870,None,None,Economy Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2871,None,None,Economy Class,None,None,3.0,5.0,4.0,4.0,0.0,4,0.0,yes
2872,None,None,Business Class,None,None,1.0,4.0,4.0,1.0,0.0,3,0.0,no
2873,None,None,Business Class,None,None,3.0,5.0,4.0,2.0,0.0,2,0.0,yes
2874,None,None,Business Class,None,None,4.0,5.0,5.0,5.0,0.0,3,0.0,yes
2875,None,None,Economy Class,None,None,3.0,3.0,1.0,3.0,0.0,1,0.0,no
2876,None,None,Premium Economy,None,None,4.0,5.0,5.0,3.0,0.0,5,0.0,yes
2877,None,None,Business Class,None,None,3.0,3.0,3.0,2.0,0.0,3,0.0,no
2878,None,None,Business Class,None,None,3.0,4.0,4.0,4.0,0.0,4,0.0,yes
2879,None,None,First Class,None,None,4.0,5.0,5.0,4.0,0.0,4,0.0,yes
2880,None,None,Business Class,None,None,3.0,5.0,5.0,1.0,0.0,4,0.0,yes
2881,None,None,Economy Class,None,None,2.0,4.0,4.0,1.0,0.0,4,0.0,yes
2882,None,None,Business Class,None,None,3.0,4.0,3.0,2.0,0.0,3,0.0,no
2883,None,None,Business Class,None,None,4.0,5.0,5.0,5.0,0.0,3,0.0,yes
2884,None,None,Business Class,None,None,5.0,4.0,4.0,5.0,0.0,4,0.0,yes
2885,None,None,Economy Class,None,None,1.0,1.0,2.0,1.0,0.0,1,0.0,no
2886,None,None,Business Class,None,None,4.0,4.0,4.0,4.0,0.0,4,0.0,yes
2887,None,None,Economy Class,None,None,4.0,5.0,5.0,1.0,0.0,5,0.0,yes
2888,None,None,Economy Class,None,None,2.0,1.0,1.0,3.0,0.0,2,0.0,no
2889,None,None,Business Class,None,None,4.0,4.0,3.0,3.0,0.0,5,0.0,yes
2890,None,None,First Class,None,None,2.0,1.0,4.0,1.0,0.0,1,0.0,no
2891,None,None,Economy Class,None,None,1.0,2.0,2.0,2.0,0.0,1,0.0,no
2892,None,None,Economy Class,None,None,4.0,4.0,1.0,1.0,0.0,2,0.0,no
2893,None,None,Economy Class,None,None,2.0,3.0,2.0,4.0,0.0,3,0.0,no
2894,None,None,Economy Class,None,None,2.0,2.0,1.0,2.0,0.0,3,0.0,no
2895,None,None,Economy Class,None,None,5.0,3.0,4.0,1.0,0.0,5,0.0,yes
2896,None,None,Business Class,None,None,3.0,4.0,4.0,3.0,0.0,4,0.0,yes
2897,None,None,First Class,None,None,4.0,3.0,2.0,2.0,0.0,4,0.0,yes
2898,None,None,Business Class,None,None,3.0,3.0,3.0,3.0,0.0,3,0.0,yes
2899,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2900,None,None,Business Class,None,None,2.0,4.0,4.0,4.0,0.0,3,0.0,yes
2901,None,None,First Class,None,None,4.0,5.0,4.0,4.0,0.0,5,0.0,yes
2902,None,None,Economy Class,None,None,2.0,1.0,3.0,4.0,0.0,2,0.0,no
2903,None,None,Business Class,None,None,1.0,3.0,2.0,1.0,0.0,1,0.0,no
2904,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2905,None,None,Business Class,None,None,5.0,2.0,4.0,5.0,0.0,3,0.0,yes
2906,None,None,First Class,None,None,3.0,5.0,2.0,3.0,0.0,3,0.0,no
2907,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2908,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2909,None,None,First Class,None,None,4.0,5.0,4.0,4.0,0.0,5,0.0,yes
2910,None,None,Economy Class,None,None,3.0,5.0,4.0,3.0,0.0,3,0.0,yes
2911,None,None,Business Class,None,None,2.0,4.0,4.0,4.0,0.0,3,0.0,yes
2912,None,None,First Class,None,None,4.0,5.0,4.0,4.0,0.0,5,0.0,yes
2913,None,None,Economy Class,None,None,2.0,1.0,3.0,4.0,0.0,2,0.0,no
2914,None,None,Business Class,None,None,1.0,3.0,2.0,1.0,0.0,1,0.0,no
2915,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2916,None,None,Business Class,None,None,5.0,2.0,4.0,5.0,0.0,3,0.0,yes
2917,None,None,First Class,None,None,3.0,5.0,2.0,3.0,0.0,3,0.0,no
2918,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2919,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
2920,None,None,Business Class,None,None,1.0,3.0,2.0,1.0,0.0,1,0.0,no
2921,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2922,None,None,Business Class,None,None,5.0,2.0,4.0,5.0,0.0,3,0.0,yes
2923,None,None,First Class,None,None,3.0,5.0,2.0,3.0,0.0,3,0.0,no
2924,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2925,None,None,Premium Economy,None,None,4.0,4.0,4.0,4.0,0.0,3,0.0,yes
2926,None,None,Economy Class,None,None,4.0,2.0,1.0,4.0,0.0,3,0.0,no
2927,None,None,Business Class,None,None,4.0,4.0,3.0,5.0,0.0,4,0.0,yes
2928,None,None,Economy Class,None,None,2.0,3.0,3.0,3.0,0.0,2,0.0,no
2929,None,None,First Class,None,None,5.0,5.0,5.0,3.0,0.0,4,0.0,yes
2930,None,None,First Class,None,None,5.0,5.0,5.0,3.0,0.0,4,0.0,yes
2931,None,None,Business Class,None,None,4.0,2.0,4.0,4.0,0.0,5,0.0,yes
2932,None,None,Business Class,None,None,5.0,5.0,3.0,3.0,0.0,5,0.0,yes
2933,None,None,Business Class,None,None,4.0,1.0,2.0,1.0,0.0,2,0.0,no
2934,None,None,Economy Class,None,None,3.0,1.0,1.0,1.0,0.0,1,0.0,no
2935,None,None,Business Class,None,None,1.0,2.0,1.0,1.0,0.0,2,0.0,no
2936,None,None,Premium Economy,None,None,4.0,1.0,3.0,4.0,0.0,4,0.0,no
2937,None,None,First Class,None,None,4.0,5.0,3.0,4.0,0.0,4,0.0,yes
2938,None,None,Economy Class,None,None,2.0,3.0,2.0,5.0,0.0,2,0.0,no
2939,None,None,Economy Class,None,None,1.0,2.0,4.0,2.0,0.0,3,0.0,no
2940,None,None,Business Class,None,None,4.0,1.0,2.0,1.0,0.0,2,0.0,no
2941,None,None,Economy Class,None,None,3.0,1.0,1.0,1.0,0.0,1,0.0,no
2942,None,None,Business Class,None,None,1.0,2.0,1.0,1.0,0.0,2,0.0,no
2943,None,None,Premium Economy,None,None,4.0,1.0,3.0,4.0,0.0,4,0.0,no
2944,None,None,Business Class,None,None,1.0,3.0,2.0,3.0,0.0,2,0.0,no
2945,None,None,Economy Class,None,None,3.0,3.0,4.0,1.0,0.0,3,0.0,yes
2946,None,None,Business Class,None,None,2.0,3.0,1.0,1.0,0.0,1,0.0,no
2947,None,None,Economy Class,None,None,2.0,2.0,1.0,1.0,0.0,2,0.0,no
2948,None,None,Business Class,None,None,3.0,2.0,2.0,3.0,0.0,2,0.0,no
2949,None,None,Business Class,None,None,1.0,4.0,1.0,1.0,0.0,1,0.0,no
2950,None,None,Economy Class,None,None,2.0,2.0,1.0,1.0,0.0,2,0.0,no
2951,None,None,Business Class,None,None,4.0,5.0,5.0,3.0,0.0,5,0.0,yes
2952,None,None,Business Class,None,None,4.0,2.0,4.0,4.0,0.0,3,0.0,yes
2953,None,None,Premium Economy,None,None,2.0,1.0,1.0,1.0,0.0,3,0.0,no
2954,None,None,Business Class,None,None,5.0,5.0,5.0,5.0,0.0,4,0.0,yes
2955,None,None,Business Class,None,None,1.0,3.0,1.0,3.0,0.0,1,0.0,no
2956,None,None,Premium Economy,None,None,3.0,3.0,4.0,2.0,0.0,4,0.0,yes
2957,None,None,Business Class,None,None,5.0,5.0,3.0,5.0,0.0,5,0.0,yes
2958,None,None,Premium Economy,None,None,3.0,3.0,3.0,3.0,0.0,2,0.0,yes
2959,None,None,Business Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
2960,None,None,First Class,None,None,5.0,5.0,3.0,2.0,0.0,4,0.0,yes
2961,None,None,Business Class,None,None,3.0,3.0,1.0,2.0,0.0,1,0.0,no
2962,None,None,Business Class,None,None,2.0,2.0,2.0,1.0,0.0,1,0.0,no
2963,None,None,Economy Class,None,None,3.0,4.0,3.0,2.0,0.0,2,0.0,no
2964,None,None,Premium Economy,None,None,3.0,3.0,4.0,3.0,0.0,3,0.0,yes
2965,None,None,First Class,None,None,1.0,4.0,4.0,2.0,0.0,3,0.0,no
2966,None,None,Economy Class,None,None,4.0,5.0,4.0,5.0,0.0,5,0.0,yes
2967,None,None,Business Class,None,None,4.0,5.0,4.0,3.0,0.0,5,0.0,yes
2968,None,None,Business Class,None,None,2.0,1.0,1.0,1.0,0.0,1,0.0,no
2969,None,None,Economy Class,None,None,4.0,5.0,5.0,5.0,0.0,4,0.0,yes
2970,None,None,Business Class,None,None,2.0,1.0,1.0,1.0,0.0,1,0.0,no
2971,None,None,Economy Class,None,None,4.0,5.0,5.0,5.0,0.0,4,0.0,yes
2972,None,None,Business Class,None,None,5.0,5.0,5.0,4.0,0.0,5,0.0,yes
2973,None,None,Business Class,None,None,1.0,1.0,1.0,2.0,0.0,1,0.0,no
2974,None,None,Business Class,None,None,5.0,2.0,1.0,3.0,0.0,5,0.0,yes
2975,None,None,First Class,None,None,4.0,5.0,5.0,5.0,0.0,5,0.0,yes
2976,None,None,Business Class,None,None,1.0,5.0,3.0,1.0,0.0,1,0.0,no
2977,None,None,Economy Class,None,None,2.0,1.0,1.0,1.0,0.0,3,0.0,no
2978,None,None,Economy Class,None,None,4.0,2.0,5.0,3.0,0.0,5,0.0,yes
2979,None,None,Economy Class,None,None,4.0,5.0,3.0,3.0,0.0,5,0.0,yes
2980,None,None,First Class,None,None,4.0,5.0,5.0,5.0,0.0,5,0.0,yes
2981,None,None,Business Class,None,None,1.0,5.0,3.0,1.0,0.0,1,0.0,no
2982,None,None,Economy Class,None,None,2.0,1.0,1.0,1.0,0.0,3,0.0,no
2983,None,None,Business Class,None,None,2.0,5.0,2.0,1.0,0.0,3,0.0,yes
2984,None,None,Premium Economy,None,None,3.0,1.0,1.0,3.0,0.0,1,0.0,no
2985,None,None,Economy Class,None,None,5.0,5.0,4.0,3.0,0.0,5,0.0,yes
2986,None,None,Premium Economy,None,None,5.0,5.0,4.0,4.0,0.0,5,0.0,yes
2987,None,None,Premium Economy,None,None,3.0,4.0,2.0,3.0,0.0,3,0.0,no
2988,None,None,First Class,None,None,1.0,5.0,4.0,2.0,0.0,2,0.0,no
2989,None,None,Economy Class,None,None,5.0,5.0,5.0,2.0,0.0,4,0.0,yes
2990,None,None,Premium Economy,None,None,5.0,5.0,4.0,1.0,0.0,5,0.0,yes
2991,None,None,Economy Class,None,None,5.0,5.0,5.0,1.0,0.0,5,0.0,yes
2992,None,None,Premium Economy,None,None,4.0,4.0,3.0,3.0,0.0,4,0.0,yes
2993,None,None,Economy Class,None,None,1.0,5.0,5.0,5.0,0.0,4,0.0,yes
2994,None,None,Business Class,None,None,3.0,2.0,1.0,1.0,0.0,3,0.0,no
2995,None,None,Economy Class,None,None,2.0,3.0,3.0,2.0,0.0,4,0.0,no
2996,None,None,Economy Class,None,None,4.0,5.0,4.0,5.0,0.0,4,0.0,yes
2997,None,None,Economy Class,None,None,2.0,2.0,3.0,4.0,0.0,1,0.0,no
2998,None,None,Business Class,None,None,4.0,4.0,3.0,5.0,0.0,4,0.0,yes
2999,None,None,Economy Class,None,None,4.0,4.0,5.0,2.0,0.0,3,0.0,yes
3000,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
3001,None,None,Business Class,None,None,4.0,4.0,3.0,5.0,0.0,4,0.0,yes
3002,None,None,Business Class,None,None,1.0,1.0,1.0,3.0,0.0,2,0.0,no
3003,None,None,Economy Class,None,None,4.0,5.0,5.0,1.0,0.0,5,0.0,yes
3004,None,None,Business Class,None,None,4.0,3.0,2.0,4.0,0.0,3,0.0,yes
3005,None,None,Business Class,None,None,4.0,5.0,4.0,4.0,0.0,5,0.0,yes
3006,None,None,Economy Class,None,None,4.0,4.0,4.0,3.0,0.0,5,0.0,yes
3007,None,None,Economy Class,None,None,2.0,3.0,2.0,4.0,0.0,4,0.0,no
3008,None,None,Economy Class,None,None,3.0,1.0,1.0,1.0,0.0,3,0.0,no
3009,None,None,Business Class,None,None,4.0,4.0,3.0,1.0,0.0,4,0.0,yes
3010,None,None,Business Class,None,None,4.0,3.0,2.0,4.0,0.0,3,0.0,yes
3011,None,None,Economy Class,None,None,1.0,1.0,2.0,1.0,0.0,2,0.0,no
3012,None,None,Business Class,None,None,3.0,4.0,2.0,2.0,0.0,3,0.0,yes
3013,None,None,Business Class,None,None,4.0,3.0,1.0,4.0,0.0,3,0.0,yes
3014,None,None,Business Class,None,None,3.0,4.0,3.0,3.0,0.0,4,0.0,yes
3015,None,None,Economy Class,None,None,5.0,5.0,4.0,3.0,0.0,4,0.0,yes
3016,None,None,Business Class,None,None,1.0,5.0,2.0,1.0,0.0,1,0.0,no
3017,None,None,Business Class,None,None,4.0,4.0,3.0,3.0,0.0,3,0.0,yes
3018,None,None,Economy Class,None,None,1.0,1.0,2.0,3.0,0.0,2,0.0,no
3019,None,None,Business Class,None,None,4.0,5.0,4.0,1.0,0.0,5,0.0,yes
3020,None,None,First Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
3021,None,None,Economy Class,None,None,1.0,1.0,2.0,1.0,0.0,2,0.0,no
3022,None,None,Business Class,None,None,3.0,4.0,2.0,2.0,0.0,3,0.0,yes
3023,None,None,Business Class,None,None,4.0,3.0,1.0,4.0,0.0,3,0.0,yes
3024,None,None,Business Class,None,None,3.0,4.0,3.0,3.0,0.0,4,0.0,yes
3025,None,None,Economy Class,None,None,5.0,5.0,4.0,3.0,0.0,4,0.0,yes
3026,None,None,Business Class,None,None,1.0,5.0,2.0,1.0,0.0,1,0.0,no
3027,None,None,Business Class,None,None,4.0,4.0,3.0,3.0,0.0,3,0.0,yes
3028,None,None,Economy Class,None,None,1.0,1.0,2.0,3.0,0.0,2,0.0,no
3029,None,None,Economy Class,None,None,2.0,2.0,3.0,2.0,0.0,3,0.0,no
3030,None,None,Economy Class,None,None,3.0,2.0,1.0,5.0,0.0,2,0.0,no
3031,None,None,First Class,None,None,1.0,4.0,2.0,2.0,0.0,2,0.0,no
3032,None,None,Economy Class,None,None,2.0,2.0,3.0,2.0,0.0,3,0.0,no
3033,None,None,Premium Economy,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3034,None,None,Economy Class,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
3035,None,None,Economy Class,None,None,5.0,5.0,5.0,1.0,0.0,5,0.0,yes
3036,None,None,Premium Economy,None,None,4.0,5.0,4.0,4.0,0.0,5,0.0,yes
3037,None,None,Economy Class,None,None,5.0,5.0,3.0,1.0,0.0,5,0.0,yes
3038,None,None,Business Class,None,None,5.0,5.0,4.0,4.0,0.0,5,0.0,yes
3039,None,None,Business Class,None,None,3.0,3.0,3.0,3.0,0.0,4,0.0,yes
3040,None,None,Economy Class,None,None,5.0,5.0,3.0,1.0,0.0,5,0.0,yes
3041,None,None,Business Class,None,None,3.0,1.0,2.0,2.0,0.0,2,0.0,no
3042,None,None,Premium Economy,None,None,5.0,5.0,2.0,5.0,0.0,5,0.0,yes
3043,None,None,Economy Class,None,None,3.0,3.0,1.0,3.0,0.0,2,0.0,no
3044,None,None,Business Class,None,None,2.0,1.0,1.0,4.0,0.0,3,0.0,no
3045,None,None,Economy Class,None,None,3.0,1.0,1.0,1.0,0.0,3,0.0,no
3046,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,4,0.0,yes
3047,None,None,Economy Class,None,None,2.0,3.0,1.0,1.0,0.0,2,0.0,no
3048,None,None,Business Class,None,None,2.0,5.0,4.0,2.0,0.0,4,0.0,yes
3049,None,None,Economy Class,None,None,2.0,1.0,1.0,2.0,0.0,2,0.0,no
3050,None,None,First Class,None,None,2.0,3.0,1.0,1.0,0.0,3,0.0,no
3051,None,None,Business Class,None,None,1.0,2.0,2.0,1.0,0.0,1,0.0,no
3052,None,None,Business Class,None,None,4.0,5.0,4.0,3.0,0.0,5,0.0,yes
3053,None,None,Economy Class,None,None,3.0,2.0,1.0,1.0,0.0,2,0.0,no
3054,None,None,Economy Class,None,None,3.0,3.0,3.0,1.0,0.0,3,0.0,no
3055,None,None,Economy Class,None,None,3.0,3.0,4.0,2.0,0.0,3,0.0,no
3056,None,None,Economy Class,None,None,4.0,1.0,2.0,1.0,0.0,1,0.0,no
3057,None,None,Economy Class,None,None,3.0,4.0,3.0,3.0,0.0,3,0.0,yes
3058,None,None,Premium Economy,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3059,None,None,Economy Class,None,None,4.0,2.0,2.0,2.0,0.0,4,0.0,no
3060,None,None,Business Class,None,None,3.0,2.0,1.0,3.0,0.0,2,0.0,no
3061,None,None,Business Class,None,None,4.0,5.0,5.0,5.0,0.0,4,0.0,yes
3062,None,None,Business Class,None,None,3.0,1.0,1.0,2.0,0.0,1,0.0,no
3063,None,None,Economy Class,None,None,4.0,5.0,4.0,1.0,0.0,4,0.0,yes
3064,None,None,Business Class,None,None,3.0,3.0,3.0,2.0,0.0,2,0.0,no
3065,None,None,Economy Class,None,None,1.0,2.0,1.0,2.0,0.0,1,0.0,no
3066,None,None,Premium Economy,None,None,3.0,5.0,2.0,2.0,0.0,4,0.0,yes
3067,None,None,Economy Class,None,None,2.0,1.0,2.0,3.0,0.0,2,0.0,no
3068,None,None,Economy Class,None,None,1.0,1.0,1.0,2.0,0.0,1,0.0,no
3069,None,None,Business Class,None,None,4.0,5.0,5.0,3.0,0.0,5,0.0,yes
3070,None,None,Business Class,None,None,5.0,5.0,5.0,3.0,0.0,5,0.0,yes
3071,None,None,Premium Economy,None,None,4.0,5.0,4.0,4.0,0.0,4,0.0,yes
3072,None,None,Economy Class,None,None,5.0,5.0,4.0,5.0,0.0,5,0.0,yes
3073,None,None,Business Class,None,None,3.0,3.0,3.0,2.0,0.0,2,0.0,no
3074,None,None,Economy Class,None,None,1.0,2.0,1.0,2.0,0.0,1,0.0,no
3075,None,None,Premium Economy,None,None,3.0,5.0,2.0,2.0,0.0,4,0.0,yes
3076,None,None,Economy Class,None,None,2.0,1.0,2.0,3.0,0.0,2,0.0,no
3077,None,None,Economy Class,None,None,1.0,1.0,1.0,2.0,0.0,1,0.0,no
3078,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3079,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3080,None,None,Economy Class,None,None,2.0,3.0,1.0,1.0,0.0,4,0.0,no
3081,None,None,Economy Class,None,None,3.0,2.0,1.0,2.0,0.0,2,0.0,no
3082,None,None,Economy Class,None,None,5.0,5.0,3.0,0.0,0.0,5,0.0,yes
3083,None,None,Premium Economy,None,None,3.0,4.0,1.0,1.0,0.0,3,0.0,yes
3084,None,None,Business Class,None,None,4.0,3.0,4.0,1.0,0.0,3,0.0,no
3085,None,None,Business Class,None,None,3.0,2.0,4.0,1.0,0.0,1,0.0,no
3086,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3087,None,None,Premium Economy,None,None,5.0,5.0,5.0,5.0,0.0,5,0.0,yes
3088,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3089,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3090,None,None,Premium Economy,None,None,2.0,5.0,5.0,3.0,0.0,2,0.0,yes
3091,None,None,Business Class,None,None,3.0,2.0,3.0,3.0,0.0,3,0.0,no
3092,None,None,Economy Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3093,None,None,Economy Class,None,None,3.0,5.0,5.0,4.0,0.0,5,0.0,yes
3094,None,None,Business Class,None,None,4.0,1.0,2.0,2.0,0.0,4,0.0,yes
3095,None,None,Business Class,None,None,4.0,5.0,5.0,2.0,0.0,5,0.0,yes
3096,None,None,Economy Class,None,None,4.0,3.0,4.0,2.0,0.0,3,0.0,yes
3097,None,None,Economy Class,None,None,4.0,5.0,3.0,1.0,0.0,3,0.0,yes
3098,None,None,Economy Class,None,None,2.0,4.0,2.0,4.0,0.0,1,0.0,no
3099,None,None,Economy Class,None,None,3.0,2.0,1.0,3.0,0.0,2,0.0,no
3100,None,None,Business Class,None,None,4.0,5.0,4.0,4.0,0.0,4,0.0,yes
3101,None,None,Economy Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3102,None,None,Economy Class,None,None,2.0,1.0,1.0,1.0,0.0,2,0.0,no
3103,None,None,Premium Economy,None,None,1.0,2.0,1.0,2.0,0.0,1,0.0,no
3104,None,None,Economy Class,None,None,3.0,1.0,2.0,2.0,0.0,1,0.0,no
3105,None,None,First Class,None,None,5.0,4.0,5.0,5.0,0.0,3,0.0,yes
3106,None,None,Business Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3107,None,None,Economy Class,None,None,1.0,5.0,4.0,5.0,0.0,4,0.0,yes
3108,None,None,Economy Class,None,None,1.0,3.0,3.0,3.0,0.0,2,0.0,no
3109,None,None,Economy Class,None,None,4.0,5.0,4.0,5.0,0.0,5,0.0,yes
3110,None,None,Premium Economy,None,None,1.0,2.0,1.0,2.0,0.0,1,0.0,no
3111,None,None,Economy Class,None,None,3.0,1.0,2.0,2.0,0.0,1,0.0,no
3112,None,None,Economy Class,None,None,3.0,4.0,1.0,1.0,0.0,3,0.0,no
3113,None,None,Economy Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3114,None,None,Business Class,None,None,4.0,4.0,4.0,2.0,0.0,5,0.0,yes
3115,None,None,Business Class,None,None,2.0,2.0,1.0,1.0,0.0,2,0.0,no
3116,None,None,Economy Class,None,None,2.0,2.0,1.0,2.0,0.0,1,0.0,no
3117,None,None,Economy Class,None,None,1.0,1.0,1.0,1.0,0.0,1,0.0,no
3118,None,None,Economy Class,None,None,3.0,4.0,2.0,5.0,0.0,5,0.0,yes
3119,None,None,Business Class,None,None,1.0,2.0,1.0,1.0,0.0,1,0.0,no
3120,None,None,Economy Class,None,None,3.0,2.0,3.0,1.0,0.0,1,0.0,no
3121,None,None,Economy Class,None,None,3.0,4.0,2.0,5.0,0.0,5,0.0,yes
3122,None,None,Business Class,None,None,1.0,2.0,1.0,1.0,0.0,1,0.0,no
3123,None,None,Business Class,None,None,3.0,5.0,4.0,2.0,0.0,3,0.0,no
3124,None,None,Economy Class,None,None,2.0,2.0,3.0,1.0,0.0,4,0.0,no
3125,None,None,Premium Economy,None,None,2.0,1.0,1.0,1.0,0.0,2,0.0,no
3126,None,None,Business Class,None,None,2.0,3.0,3.0,1.0,0.0,1,0.0,no
3127,None,None,Business Class,None,None,3.0,4.0,4.0,1.0,0.0,3,0.0,yes
3128,None,None,Economy Class,None,None,1.0,2.0,1.0,2.0,0.0,2,0.0,no
3129,None,None,Economy Class,None,None,4.0,5.0,5.0,5.0,0.0,4,0.0,yes
3130,None,None,Business Class,None,None,3.0,4.0,4.0,4.0,0.0,3,0.0,yes
3131,None,None,Economy Class,None,None,1.0,2.0,1.0,2.0,0.0,2,0.0,no
3132,None,None,Economy Class,None,None,4.0,5.0,5.0,5.0,0.0,4,0.0,yes
3133,None,None,Economy Class,None,None,4.0,4.0,4.0,4.0,0.0,4,0.0,yes
3134,None,None,Premium Economy,None,None,3.0,1.0,1.0,2.0,0.0,2,0.0,no
3135,None,None,Premium Economy,None,None,3.0,4.0,4.0,2.0,0.0,3,0.0,yes
3136,None,None,Business Class,None,None,3.0,5.0,4.0,1.0,0.0,4,0.0,yes
